,establishment,establishment_code
20887,"sql*wizard, inc.",5730
20891,"taughtworks, inc.",6035
20896,edupro inc,1905
20897,star cruises,5780
20898,edupro incorporated,1906
20899,wrexham trading,6833
20900,surfbiz /filcom,5923
20907,open access marketing philippines,4367
20908,metropolitan manila development authority (mmda),3863
20910,sparesbox,5695
20911,kcp dynamics,3323
20912,retail software associates corp.,5095
20913,aktus global management/ sison corillo parone & co.,313
20915,aktus global management,312
20917,sunbelt software philippines inc,5896
20920,hewlett packard philippines,2711
20921,"systems generators philippines, inc.",5992
20922,hytech integrated products inc.,2834
20924,university of san carlos ,6487
20925,ease solutions ,1862
20926,southwestern university phinma,5693
20935,ecolab ,1894
20936,"paperlink, inc. ",4474
20939,"entserv philippines, inc",2045
20940,hewlett packard ap,2704
20946,"solvento phils., inc.",5672
20947,indra philippines inc.,2956
20950,solid video corporation ,5660
20951,yupangco electronics corporation ,6889
20952,valens research ,6578
20953,ym global technologies pte ltd ,6873
20957,mindblow internet ideas ,3894
20960,ayala-hrmall inc.,724
20961,fujitsu enterprise solutions,2381
20962,fujitsu gdc,2382
20965,it craft,3165
20966,ghk intl.,2484
20967,simpleworx,5518
20968,pan pacific computer center inc.,4461
20970,forecasting and planning technologies inc.,2320
20982,percdc learnhub ,4553
20984,lenotech corporation ,3460
20993,avanade,681
20995,allegro microsystems phils. inc.,346
21000,childfund international philippines ,1166
21002,"dbp, roxas city branch",1555
21011,hewlett-packard inc. ,2719
21012,hewlett-packard inc ,2718
21013,hewlett packard inc. ,2710
21015,"ntt data philippines, inc. ",4284
21020,"smits inc. (san miguel it systems, inc. ) ",5614
21028,rendition digital inc,5072
21033,cohu philippines (delta design philippines llc),1323
21034,siix corporation,5509
21035,canon inc.,1024
21036,slsu university library,5549
21037,fast services corporation - fast logistics 3pl of nestle,2201
21051,digital equipment corporation (usa) ,1696
21052,microland limited ,3877
21053,pes institute of technology ,4565
21061,senti ai ,5388
21062,toycomm advertising inc ,6280
21063,stellapolaris creative labs ,5806
21065,vr philippines,6674
21067,sparklelab design and innovation hub ,5697
21084,sports management solutions,5725
21091,ramcar batteries inc ,5000
21098,tiger-consulting asia ,6228
21099,oracle+netsuite,4394
21100,kforce inc,3343
21101,"telus international, philippines (ito)",6109
21102,xcellink inc.,6844
21108,philippines department of trade and industry,4702
21110,power mac center ,4813
21112,shin etsu magnetics inc ,5483
21116,"canon i-tech, inc.",1023
21133,-,7
21134,mycom osi,4025
21135,crown castle,1474
21136,t-mobile,5997
21137,incode telecom group,2947
21143,walmart ,6693
21144,toyota north america ,6295
21145,"rarejob philippines, inc. ",5011
21146,"affordable private education center, inc. (apec schools) ",264
21150,stratpoint technologies,5845
21152,dasargo farms ,1536
21153,aws ug buildhers+,697
21154,omdena,4337
21156,dost - sparta,1801
21157,"electrical and electronics engineering institute, university of the philippines - diliman",1921
21160,ibm singapore,2880
21161,"here, a nokia business",2696
21162,nicoll curtin,4220
21163,t-systems singapore pte ltd,6002
21164,randstad,5004
21165,matador systems,3708
21166,meridian life international (singapore),3823
21167,logicall inc. philippines,3525
21168,"palmer – asia inc., philippines",4455
21170,"ntt data philippines, inc.",4283
21172,rotaract,5178
21174,jten school inc. ,3279
21175,metacortex innovations ,3826
21178,sc johnson & son inc.,5326
21181,sap philippines,5305
21187,"phil-japan worldwide management services, inc. ",4590
21191,asml ,603
21192,eastern visayas state university - ormoc city campus,1876
21196,department of education - philippines - ormoc city senior high school ,1631
21200,cel coatings pte ltd,1099
21202,diversion industries inc. guess? philippines,1760
21207,dtsi,1818
21211,rmk consulting,5131
21213,it consultant freelance,3164
21218,ibm solutions delivery philippines,2889
21219,accenture inc. philippine delivery center,148
21220,accenture inc. philippines delivery center,149
21224,headstrong philippines inc.,2682
21225,qbe management services (asia-pacific),4953
21227,misys banking systems,3914
21228,cpl philippines inc.,1450
21231,saztec philippines inc. (now spi technologies),5322
21255,datacom connect philippines,1541
21260,dlsu - science and technology complex government,1769
21266,get the glitter,2476
21267,wonder (askwonder.com),6802
21268,tokikot general merchandise,6243
21282,emilio aguinaldo college,2012
21287,adventure consultancy solutions (acs) ,247
21290,"strategia development research institute, inc. ",5841
21291,department of information and communications technology - philippines,1641
21292,advanced science and technology institute,240
21294,kaiser dela cruz consulting inc,3302
21298,housal.com - connecting dots in real estate ,2792
21303,fujitsu ten solutions philippines,2396
21309,bank of the philippines islands,776
21314,"alc holdings co., inc.",327
21324,lbc express inc.,3444
21329,next mobile,4203
21340,creative synergy inc/friends of korus foundation,1463
21341,deutsche knowledge services pte ltd,1669
21342,citigroup business process solutions pte. ltd,1227
21343,may k learning center,3726
21344,epixtar international contact center,2055
21345,university of the philippines concert chorus,6504
21346,event management specialist,2130
21356,epson southeast asia,2068
21362,pacifichub corporation ,4442
21369,oracle corp.,4392
21370,"emerio phils., inc.",1940
21371,"peoplesupport, inc.",4547
21372,dbp data center,1553
21375,"msg tsfi solutions philippines, inc.",3993
21381,bureau of immigration - philippines,976
21396,grundfos,2621
21401,up information technology development center (upitdc),6530
21404,project t solutions,4874
21405,cloud engine room,1267
21406,dynamic business outsourcing solutions,1837
21407,netfluence corp,4182
21408,emapta offshore staffing,1936
21409,21st century education pvt. ltd.,17
21410,reload business group,5066
21411,trip2go tour services,6350
21412,us auto parts,6555
21413,octal tech philippines,4309
21414,mango software,3628
21415,storm consulting,5837
21416,ps. org (philippine services org. inc.),4898
21417,thinksmart marketing,6216
21418,ccsi (consumer communications systems incorporated),1084
21431,sms management & technology,5623
21440,iligan capitol college,2927
21441,saint augustine academy,5222
21448,procter & gamble beijing technical center,4864
21450,bold business ,917
21460,global innovation and delivery center philippines (dxc technology) ,2508
21466,anino games,454
21468,scopeworks asia inc.,5345
21469,"sony philippines, inc",5680
21472,tagumpay consulting and services inc. ,6011
21473,"weblio philippines, inc. ",6714
21481,change healthcare philippines inc. ,1139
21483,"medilink network, inc. ",3779
21484,pfs automation ,4580
21486,"iecep | institute of electronics engineers of the philippines, manila student chapter",2911
21492,"credit information bureau, inc.",1465
21498,sykes marketing services inc.,5965
21505,zuellig pharma asia pacific ltd. philippines rohq,6924
21506,"smits, inc (san miguel corporation)",5616
21508,"smits, inc.",5617
21509,g4 software development,2417
21510,key west data network inc.,3335
21514,national institute of molecular biology and biotechnology (biotech),4057
21518,jobstreet select ,3238
21524,"stellar global solutions philippines, inc.",5807
21527,opentext ,4370
21528,opentext (formerly gxs philippines) ,4371
21529,kambi sports solutions,3308
21530,nec toppan circuit design,4088
21533,mathspace ,3714
21534,slader ,5547
21535,sparta project ,5699
21536,zalamea - actuarial | retirement | hr solutions,6895
21537,undp,6424
21543,sandz solutions (philippines) inc. ,5285
21547,"vantage financial group, inc.",6584
21548,xerox business services philippines inc.,6848
21549,ocwen business solutions inc.,4311
21553,optimum solutions (s) pte ltd.,4378
21554,"sun microsystems philippines, inc.",5895
21561,connected intelligence,1396
21562,harbour it asia,2653
21565,infoarmy (owler),2966
21574,t-systems,6000
21575,"fasttrack solutions, inc. ",2206
21576,msg tsfi solutions philippines inc.,3992
21583,multi development and construction corporation ,4001
21586,"glimex, inc. ",2502
21587,toshiba corporation ,6261
21588,philippine gold processing & refining corporation ,4653
21591,hp philippines ,2802
21592,sykes asia inc,5954
21603,t-systems international gmbh,6001
21605,"software brewers, inc.",5643
21609,up diliman interactive learning center,6526
21614,network operations and computer services,4189
21622,"abm global solutions, inc. ",91
21623,networld capital ventures inc. (pj lhuillier group of companies) ,4192
21634,fujitsu australia limited,2375
21639,infoworx inc. ,3002
21645,department of trade and industry,1651
21655,hewlett-packard philippines corp. ,2720
21662,"weserv systems international, inc.",6725
21663,encash network services,2024
21664,united overseas bank philippines,6459
21665,"megalink, inc.",3785
21667,osi digital,4415
21668,laurysis philippines,3437
21669,"sports bookie online, inc",5723
21682,kolipri communications inc.,3364
21685,"pearson management services, inc",4516
21686,university of the east ramon magsaysay memorial medical center,6497
21688,collabera philippines,1337
21689,de civitate group ,1562
21690,"voyager innovations, inc. ",6673
21691,inquirer academy,3026
21694,sabiclub.com corp.,5215
21695,universidad de manila,6475
21704,compaq computer corporation,1366
21705,digital equipment corporation (usa),1695
21706,cybercash,1499
21707,eastman kodak company,1877
21708,kamadhenu computers,3307
21716,"benguet electric cooperative, inc. (beneco) ",859
21718,igloo supply chain philippines inc.,2919
21722,antlabs ,463
21723,netpoleon security solutions philippines ,4183
21724,intertek qatar ,3103
21732,optis philippines inc. ,4382
21740,"ntt docomo, inc.",4285
21743,stradcom corporation - lto bto project,5839
21745,hendercare ,2694
21746,people's choice credit union ,4535
21747,zuellig pharma australia ,6926
21750,vestas services inc. philippines,6615
21751,hcl axon,2666
21752,vestas control systems a/s,6614
21755,abbott,82
21757,pengower limited,4524
21762,northgatearinso ,4260
21763,computer professionals inc. ,1374
21764,ibm daksh ,2864
21769,fbm e-services,2209
21773,fasbid inc,2197
21775,the design people,6155
21777,"stratpoint technologies, inc.",5847
21781,tiger consulting and software development inc.,6227
21782,stratuscast phil. inc,5849
21786,"jpmorgan chase bank, n.a.",3275
21795,pup college of engineering honors' society,4925
21796,baytech bpo corporation,802
21798,national computer research and engineering symposium,4050
21801,municipality of hagonoy,4012
21819,samsung electronics philippines,5253
21821,misys,3913
21823,kantar media ,3311
21835,"sap philippines, inc. ",5306
21841,"destileria limtuaco & co., inc. ",1661
21843,telus ,6103
21848,"digital room, inc. ",1705
21851,san miguel yamamura packaging & printing sdn. bhd.,5276
21869,abn amro n.v,93
21873,bosch service solutions ,925
21878,avasia information systems,685
21884,"vxi global solutions, inc",6680
21888,american data exchange corporation,413
21891,"infocafeé systems, inc.",2967
21892,ibm philippines - business consulting services,2876
21893,sti education services group,5829
21895,dataone asia (philippines) inc. ,1544
21901,ncsi (philippines) consultant ,4083
21902,cosmotech phils inc / cosmoworx inc,1441
21903,xcel software solutions,6843
21904,alliance end to end solutions,348
21905,alliance end to end solutions inc,349
21906,philam call center,4595
21907,mabini colleges,3562
21913,wyeth nutrition philippines,6838
21914,eperformax contact centers corp.,2053
21915,ambergris solutions inc.,405
21917,page outsourcing ,4452
21918,technicolor ,6056
21919,flexforce industrial ,2292
21920,provision people ,4890
21921,rizing hcm,5128
21923,"sysgen - systems generators philippines, inc.",5982
21924,360 search limited,35
21929,clientlogic philippines,1259
21930,araneta center incorporated,498
21932,nezda ,4211
21933,beta electromechanical corporation ,872
21934,hyundai ,2835
21938,cardinal health,1046
21939,golden kylin incorporated (gki),2562
21942,bodega site it sulutions inc. -computer sales services and rentals.,914
21943,republic of the philippines - office of the presidential assistant for education,5082
21947,umbria commercial center ,6423
